S.No,Company Name,Industry,Country,Date of Attack,Type of Attack,Attack Vector,Data Type Compromised,Records Exposed,Financial Loss ($),Recovery Cost ($),Downtime (Days),Employees,Ransom Demanded?,Ransom Paid?,Detect Time (Days),Contain Time (Days),Attack Source,Reported?,Regulatory Penalty ($),Public Impact
1703,UrbanCart,Retail,UK,2024-03-03,DDoS,Web App,Employee Records,468204,3500868,545582,27,73420,Yes,Yes,18,30,External,No,452876,Drive keep fly picture idea trade campaign.
1704,TechBloom,Tech,UK,2024-07-09,Phishing,Web App,User Credentials,918690,3431539,1095007,28,42067,Yes,Unknown,34,8,External,Yes,83797,Allow computer century tax.
1705,SafePay Group,Finance,Japan,2024-01-10,Data Breach,Web App,Customer Data,848369,1552828,1512216,2,42530,No,Unknown,8,21,External,Yes,215476,Activity mouth make.
1706,NovaBank,Finance,Australia,2024-01-06,DDoS,Third-party Vendor,Employee Records,477062,1721700,1114085,4,1141,No,Yes,25,24,Internal,Yes,310917,Not together image day some pick table already.
1707,BioGenix,Healthcare,India,2020-08-14,DDoS,Email,Financial Data,645019,4939638,661258,7,39664,No,Unknown,36,16,Internal,Yes,478084,Someone prepare value assume.
1708,TrackSwift,Logistics,Canada,2023-04-13,Phishing,Email,Health Records,981976,4983346,76489,4,38863,No,Unknown,37,28,Internal,No,924237,Over leader television standard.
1709,RoadRunner Logi,Logistics,Singapore,2022-04-05,Credential Theft,Email,Customer Data,226584,4608719,1712082,3,194,No,Yes,48,18,External,No,290885,Off want college author.
1710,NetLine,Telecom,USA,2023-07-07,Credential Theft,Third-party Vendor,Financial Data,208197,3631369,1139366,9,12363,Yes,No,37,27,Internal,No,499816,Alone produce leader.
1711,BioGenix,Healthcare,India,2023-03-08,Phishing,Third-party Vendor,Employee Records,60494,4537996,749985,29,559,Yes,Unknown,84,16,External,No,542437,Laugh into prevent finish very force power.
1712,ShopEase,Retail,Canada,2024-05-10,Credential Theft,Cloud Misconfig,Health Records,677871,1448096,1341277,16,41553,No,Unknown,33,26,Internal,No,746714,Education conference throw other.
1713,ConnectNow,Telecom,France,2025-01-28,Phishing,Email,Employee Records,631638,4283999,278358,1,11707,No,No,35,20,Internal,No,383696,Office issue everybody.
1714,ShopEase,Retail,Australia,2022-02-18,Malware,Web App,Customer Data,488974,3564455,1676594,22,21619,Yes,No,35,14,Internal,No,458482,Prove author mind system into soon sort.
1715,FastMove,Logistics,Brazil,2020-09-08,Ransomware,Email,User Credentials,309434,4486390,102981,30,56182,No,No,95,1,External,No,720249,View should coach the.
1716,ConnectNow,Telecom,Japan,2021-04-10,DDoS,Cloud Misconfig,User Credentials,398609,4076937,1912445,27,48624,No,Unknown,70,14,External,Yes,617044,Significant data statement training rate speech.
1717,ShopEase,Retail,Brazil,2023-11-30,Ransomware,Cloud Misconfig,Customer Data,365245,2714571,439675,27,95041,Yes,No,51,11,Internal,No,538057,Tend report around size beat first audience.
1718,RoadRunner Logi,Logistics,Germany,2023-12-21,DDoS,Cloud Misconfig,User Credentials,990878,4116656,1093034,22,75504,No,Yes,70,5,Internal,Yes,561003,Street ok head say need who reflect.
1719,FastMove,Logistics,Brazil,2024-03-27,Ransomware,Web App,Financial Data,179447,913494,388863,6,10361,Yes,Unknown,37,23,External,Yes,524823,Movie give test trip.
1720,TrustCapital,Finance,Singapore,2020-11-26,Ransomware,Email,Health Records,839160,2714624,83962,30,88878,Yes,No,48,13,External,Yes,797380,Matter any establish economy.
1721,BrightMinds,Education,Canada,2020-12-19,Malware,Email,User Credentials,224103,3582841,1343396,17,15724,No,Unknown,38,15,Internal,No,765118,Guess maintain role approach phone green federal.
1722,AxisWealth,Finance,Singapore,2022-05-28,Malware,Phishing Link,Financial Data,523352,2447680,1308570,1,96318,No,Unknown,17,12,Internal,Yes,285527,Bad financial animal energy.
1723,SkillBridge,Education,UK,2022-05-14,Ransomware,Phishing Link,Health Records,420909,2745974,1231068,13,54858,Yes,Unknown,91,5,External,Yes,156471,Treat one common organization.
1724,MediTech Global,Healthcare,Australia,2022-11-28,Data Breach,Phishing Link,Employee Records,215061,3144113,1165501,17,67381,Yes,No,60,22,External,Yes,639997,Fill claim house.
1725,TrustCapital,Finance,Germany,2024-09-26,Ransomware,Phishing Link,Health Records,604152,1921859,482142,30,11207,No,Yes,92,12,Internal,No,47377,Too happen me into which culture.
1726,SafePay Group,Finance,Canada,2021-09-11,Credential Theft,USB Drive,Employee Records,818665,826481,891581,19,53411,No,Yes,45,4,Internal,No,784928,If figure go young.
1727,RoadRunner Logi,Logistics,Brazil,2023-12-26,Ransomware,Cloud Misconfig,Employee Records,600597,2958548,223779,29,30183,No,Unknown,93,3,External,No,803947,Movement shoulder stuff story determine find baby.
1728,AxisWealth,Finance,Australia,2024-10-17,Ransomware,Email,Health Records,571628,4688286,1263773,28,24406,Yes,Yes,53,13,External,No,655014,Hear affect interest six ahead possible certain.
1729,RoadRunner Logi,Logistics,Canada,2022-12-09,Data Breach,Phishing Link,Financial Data,714553,4586714,755423,28,11795,No,Yes,46,23,Internal,No,480820,Ever material operation situation.
1730,MegaMart,Retail,France,2023-03-10,Ransomware,Web App,User Credentials,932082,4285496,1257346,5,18684,No,Unknown,46,20,Internal,Yes,564202,Of better remain born two notice.
1731,UrbanCart,Retail,Brazil,2020-08-17,Data Breach,USB Drive,Employee Records,516700,314005,1274297,16,22645,No,Yes,37,3,Internal,Yes,718734,Traditional rate keep realize treat hotel.
1732,SafePay Group,Finance,India,2022-03-11,Malware,Cloud Misconfig,Financial Data,587635,2084094,36276,26,80794,Yes,Unknown,100,1,Internal,No,284136,Pm gas movie best.
1733,BioGenix,Healthcare,France,2020-08-29,Data Breach,Cloud Misconfig,Financial Data,886245,1024522,1571252,8,80377,No,Unknown,71,5,External,Yes,456224,Name machine remember doctor choice add partner show.
1734,BrightMinds,Education,Japan,2025-01-19,Ransomware,Phishing Link,Health Records,138333,4847684,884552,21,4415,No,No,48,7,External,No,816514,Investment rise care get modern middle exist maintain.
1735,LifeSure Health,Healthcare,Singapore,2021-12-16,Ransomware,Email,Employee Records,44873,3875184,877742,15,78324,Yes,No,42,21,Internal,Yes,226218,Mean serious wrong somebody quite fire here myself.
1736,NetLine,Telecom,Canada,2022-04-28,Data Breach,Third-party Vendor,User Credentials,822151,957290,1155288,2,46797,No,Yes,5,22,External,No,353823,Machine effect trade weight.
1737,OpenCampus,Education,Canada,2024-06-20,Credential Theft,Email,Financial Data,189937,2197521,1756494,18,60794,Yes,Yes,54,22,External,No,853236,Up morning church hard civil human order.
1738,AxisWealth,Finance,Australia,2022-05-29,Credential Theft,Cloud Misconfig,User Credentials,677561,3664812,327324,30,28438,Yes,Unknown,81,30,External,No,520277,Board number might image interesting.
1739,OpenCampus,Education,Germany,2024-04-19,Malware,Phishing Link,Financial Data,935318,1564976,88202,28,69376,No,Yes,48,9,External,No,492070,Two pattern nature help during.
1740,GreenVolt,Energy,USA,2022-11-26,Phishing,Email,Health Records,857263,2168535,210927,28,61544,Yes,No,8,4,External,No,243230,Nearly ability test perform treatment course scientist leg.
1741,MediTech Global,Healthcare,Australia,2023-07-31,Malware,Phishing Link,User Credentials,535455,4893352,1163280,17,76506,No,Yes,43,5,Internal,No,234907,Probably instead without head pretty.
1742,BioGenix,Healthcare,France,2023-10-16,Phishing,Phishing Link,Employee Records,463368,3660935,216860,15,29741,No,Yes,18,12,Internal,No,881850,Worker sit dog strong small.
1743,TechBloom,Tech,Japan,2023-08-20,Phishing,Phishing Link,Employee Records,311380,4687899,1160134,29,8962,Yes,Unknown,87,2,Internal,No,395834,Night keep cold performance may president course.
1744,MediTech Global,Healthcare,Japan,2025-04-21,Malware,Email,Customer Data,937879,4111320,982890,6,55377,No,Yes,97,11,External,Yes,783156,Sea note owner through policy.
1745,Learnify,Education,Japan,2022-09-05,Data Breach,Phishing Link,Health Records,572427,4476040,729045,10,87602,Yes,No,52,29,Internal,Yes,432885,Support push reason.
1746,MegaMart,Retail,Japan,2022-12-12,Phishing,Phishing Link,Health Records,781429,3785863,1399960,6,93755,No,No,66,13,External,No,206570,Each network purpose worry manage project.
1747,EduFuture,Education,Brazil,2022-02-26,Phishing,Phishing Link,Customer Data,812260,3106260,1344649,16,91403,Yes,Unknown,17,29,External,No,914758,Station allow kitchen.
1748,OpenCampus,Education,Germany,2021-04-16,Data Breach,Email,Financial Data,793290,4033842,800865,14,59215,No,No,13,3,External,Yes,591485,Result loss cut everything.
1749,LifeSure Health,Healthcare,Canada,2022-02-15,DDoS,Third-party Vendor,User Credentials,44493,3887480,1704568,15,84827,Yes,Yes,81,1,Internal,Yes,30877,Adult bed note thousand present.
1750,TechBloom,Tech,Japan,2023-06-28,Credential Theft,Phishing Link,Financial Data,764754,2759546,1780050,22,39392,Yes,No,3,19,Internal,Yes,539519,Course guess often those goal write road.
1751,ConnectNow,Telecom,Canada,2024-04-20,Credential Theft,Web App,User Credentials,204222,2269980,12234,22,11825,No,Unknown,53,3,External,No,413989,Perhaps administration range culture whatever.
1752,EnergyCore,Energy,France,2022-01-16,DDoS,Third-party Vendor,Financial Data,840687,1885743,1853488,15,87088,No,Unknown,85,27,External,Yes,776490,Effect ten town language development similar run thus.
1753,NetLine,Telecom,Singapore,2020-07-25,Data Breach,Web App,Customer Data,204864,4862669,170730,27,12679,Yes,No,98,28,Internal,No,261437,Stock fine quite type might heart society.
1754,FastMove,Logistics,Germany,2020-08-02,Phishing,Email,Health Records,702081,3396151,1278973,2,8435,Yes,Yes,96,25,Internal,Yes,936065,Coach beautiful east strategy without officer story.
1755,TechBloom,Tech,Germany,2022-09-22,Credential Theft,Third-party Vendor,Employee Records,914350,763952,631430,9,32956,No,Yes,65,9,External,No,145220,Later fight case experience apply.
1756,NovaBank,Finance,India,2021-02-21,Phishing,Email,Employee Records,999557,3177270,210633,25,46812,No,Yes,38,29,External,Yes,302456,Weight thousand study science power share lose.
1757,SkillBridge,Education,Japan,2021-06-27,Phishing,Cloud Misconfig,Health Records,54118,460945,1121656,26,41480,No,Unknown,78,5,Internal,Yes,729311,Next allow sell north.
1758,NovaBank,Finance,USA,2022-08-20,Data Breach,Web App,User Credentials,598335,1486455,1462261,16,69160,No,Yes,49,8,Internal,Yes,173662,Natural food listen interview.
1759,SafePay Group,Finance,India,2023-03-08,Data Breach,Phishing Link,User Credentials,767459,3995884,554989,30,35554,Yes,No,19,19,External,Yes,425967,Must before style line.
1760,NovaBank,Finance,France,2023-06-27,Ransomware,Email,User Credentials,599572,1734551,1905577,30,12623,No,Yes,99,17,Internal,No,452386,Social girl lot thing.
1761,BioGenix,Healthcare,USA,2023-09-12,Malware,Third-party Vendor,Health Records,476845,2279627,1115152,18,81073,No,Unknown,84,7,Internal,No,509689,Future whose her boy direction crime.
1762,SkillBridge,Education,UK,2024-01-16,Ransomware,Phishing Link,Health Records,649447,2892578,501852,27,17386,No,No,60,18,Internal,Yes,129184,Model center determine artist.
1763,GreenVolt,Energy,Australia,2023-10-14,Phishing,Cloud Misconfig,Employee Records,609173,4469616,27162,27,54643,No,Unknown,90,8,Internal,No,127374,Man star thousand seem still.
1764,BrightMinds,Education,Brazil,2020-08-02,Ransomware,Third-party Vendor,Customer Data,593568,2266836,260980,13,69473,Yes,Unknown,35,5,External,No,372193,Station owner part moment answer hotel.
1765,CargoXpress,Logistics,USA,2025-01-03,Malware,Web App,User Credentials,823063,540564,1247222,8,20043,No,No,7,27,External,Yes,731650,Member stock build turn this himself.
1766,AxisWealth,Finance,Australia,2024-03-02,DDoS,USB Drive,Employee Records,381169,1655473,938985,23,70695,Yes,No,3,8,External,Yes,839866,Certainly go protect rate upon point last majority.
1767,SafePay Group,Finance,France,2024-07-10,Credential Theft,USB Drive,Financial Data,370944,656430,754749,22,84621,Yes,Unknown,86,3,Internal,Yes,976698,Contain accept leader road.
1768,GreenVolt,Energy,Australia,2021-08-31,Data Breach,Third-party Vendor,Financial Data,861317,3484687,826576,2,86225,No,Yes,18,8,External,No,25337,Create yet if cup.
1769,BioGenix,Healthcare,Germany,2021-06-08,Ransomware,Email,Financial Data,23267,4791833,319791,29,80780,Yes,Unknown,46,24,Internal,No,252427,Goal visit ability space.
1770,EduFuture,Education,Germany,2020-09-26,Phishing,USB Drive,Financial Data,519219,448613,809985,16,4925,Yes,Yes,81,2,External,No,763902,Professor political choice American focus it likely.
1771,RoadRunner Logi,Logistics,Singapore,2021-09-02,Ransomware,Email,Health Records,366256,3010314,1797518,2,47314,Yes,Yes,76,9,Internal,Yes,294815,Population set leader full painting around.
1772,ShopEase,Retail,Brazil,2023-08-23,DDoS,Email,User Credentials,396358,4883371,1508021,26,28744,No,No,17,29,External,Yes,702659,Evidence son free agree.
1773,TrustCapital,Finance,India,2024-01-16,Data Breach,Web App,User Credentials,807911,1202038,1040102,20,78239,Yes,No,5,4,External,No,217115,Another present them.
1774,SkillBridge,Education,Australia,2024-10-22,DDoS,Cloud Misconfig,Financial Data,585149,1429892,1951858,13,94369,Yes,No,2,21,External,Yes,977245,Night power letter authority.
1775,CodeVista,Tech,France,2025-06-29,DDoS,Third-party Vendor,Employee Records,799978,1058617,74570,1,67036,No,Unknown,40,7,Internal,No,639576,Game which mission seven newspaper debate must.
1776,TrustCapital,Finance,Singapore,2023-11-03,Credential Theft,Third-party Vendor,User Credentials,363664,4375380,42049,10,59481,No,Unknown,39,17,External,No,951611,Middle picture worry ok than.
1777,FastMove,Logistics,Brazil,2023-02-20,Phishing,Cloud Misconfig,User Credentials,454977,778841,1845777,27,46276,Yes,Yes,52,29,Internal,Yes,890364,Record individual would end answer.
1778,LifeSure Health,Healthcare,Germany,2025-01-27,Malware,USB Drive,Employee Records,528156,4507605,1841440,24,90893,No,Unknown,5,14,Internal,Yes,647958,Major vote clear senior.
1779,EduFuture,Education,Japan,2021-07-22,Data Breach,Cloud Misconfig,User Credentials,707718,255021,1067858,14,2628,Yes,Yes,27,8,Internal,Yes,884643,Total spend pull Congress.
1780,BrightMinds,Education,France,2021-11-18,Phishing,Phishing Link,Financial Data,546619,3920308,936221,28,99912,Yes,No,56,8,Internal,Yes,84551,Ball plant owner able traditional about population.
1781,MediTech Global,Healthcare,Singapore,2023-08-17,Credential Theft,Third-party Vendor,Customer Data,653719,889773,652405,17,69005,Yes,No,69,5,Internal,No,431870,Feel behavior college of action.
1782,Learnify,Education,Japan,2021-09-25,Malware,USB Drive,Health Records,862506,2179326,443124,1,50841,No,Yes,19,13,External,No,30105,Program some it son hospital.
1783,LifeSure Health,Healthcare,France,2023-05-30,Ransomware,Phishing Link,Employee Records,315152,1639650,136731,7,89495,No,Unknown,45,13,Internal,Yes,438587,Laugh prepare sound member mouth not author.
1784,NetLine,Telecom,Australia,2025-04-18,DDoS,Web App,Health Records,636178,4962446,1134738,21,25839,No,Yes,90,27,Internal,No,201098,Hair air young recognize.
1785,TechBloom,Tech,Singapore,2021-08-01,Credential Theft,Phishing Link,User Credentials,929183,4588685,542393,24,79088,Yes,No,65,4,External,Yes,843054,Close firm government.
1786,EnergyCore,Energy,Japan,2020-12-27,DDoS,Phishing Link,Health Records,364994,1913513,908245,21,6619,Yes,Unknown,85,4,External,No,850884,Safe scene American.
1787,NovaBank,Finance,USA,2022-07-31,Phishing,USB Drive,Customer Data,157686,1359521,1066806,22,67742,No,Yes,34,22,External,No,923716,Among this laugh foot skill year next.
1788,SafePay Group,Finance,Australia,2025-05-03,Phishing,Web App,Employee Records,833331,1428880,436429,7,70667,Yes,Yes,18,23,External,Yes,488227,Day she drive.
1789,BrightMinds,Education,Germany,2023-12-17,DDoS,Third-party Vendor,Financial Data,78816,325238,1943340,12,49857,Yes,No,18,20,Internal,No,494326,Eight grow film.
1790,FastMove,Logistics,USA,2025-07-12,Malware,Phishing Link,Employee Records,376540,1712404,1506012,19,4047,No,Unknown,2,5,External,No,93554,Nor student level pretty task.
1791,BioGenix,Healthcare,Japan,2024-08-31,DDoS,Cloud Misconfig,Customer Data,396379,3409833,1433139,23,6026,Yes,Unknown,83,25,External,Yes,77279,Pm spend least minute include entire.
1792,SkillBridge,Education,Canada,2024-10-18,Data Breach,Web App,Customer Data,37953,3138810,672578,24,96396,Yes,No,94,11,External,Yes,718860,Analysis several nature world gas federal we.
1793,MegaMart,Retail,Singapore,2021-04-25,Malware,Cloud Misconfig,Customer Data,507633,3276305,1578083,24,59155,Yes,Yes,89,5,Internal,Yes,121138,Cost single share whether quality lead pass wife.
1794,SafePay Group,Finance,Canada,2023-05-31,Data Breach,USB Drive,User Credentials,838150,3867784,1309184,13,91295,No,Unknown,99,14,Internal,Yes,88107,Nice some million.
